,id,text,label,intensity,word_count,char_count,punc_count,range,stop_words
3363,30305,promis restor nation israel ...' everywher look bless '.. barn / wine overflow . everyth beauti # do_u_se,joy,0.56,15,118,12,0.5 - 0.599,5
3364,30306,look forward detour bring delight surpris . # lifequot # delight,joy,0.56,12,77,3,0.5 - 0.599,4
3365,30307,watch amaz live . ly broadcast # live # music,joy,0.56,9,62,4,0.5 - 0.599,2
3366,30308,talk mood pickup go depress elat fast,joy,0.56,13,52,0,0.5 - 0.599,6
3367,30309,finn sing ' ' fight feel ' shower spi one best scene show .,joy,0.56,23,93,4,0.5 - 0.599,12
3368,30310,' cheer # nhlnycsweepstak,joy,0.56,8,70,7,0.5 - 0.599,2
3369,30311,watch amaz live . ly broadcast # live # music,joy,0.56,9,63,4,0.5 - 0.599,2
3370,30312,sweet ! # optim,joy,0.56,3,26,3,0.5 - 0.599,0
3371,30313,finn sing ' ' fight feel ' shower spi one best scene show . # glee,joy,0.56,24,98,5,0.5 - 0.599,12
3372,30314,tfw ' en - rout futur :) !! ' come ya ! # openhous # futurecantor # nycletsgo,joy,0.56,16,88,12,0.5 - 0.599,4
3373,30315,' thursday mean ' grey ' day # tgit # rejoic,joy,0.56,9,48,5,0.5 - 0.599,3
3374,30316,watch amaz live . ly broadcast # music,joy,0.5579999999999999,8,57,4,0.5 - 0.599,2
3375,30317,glad gain cheeri vibe look happi meal ! ðÿ ˜ š,joy,0.5579999999999999,15,72,3,0.5 - 0.599,6
3376,30318,find # marmit australia . `:),joy,0.5579999999999999,6,29,5,0.5 - 0.599,2
3377,30319,watch amaz live . ly broadcast # music,joy,0.5579999999999999,8,58,3,0.5 - 0.599,2
3378,30320,"asid ' pleas individu ' involv , pleasur come pleasur .",joy,0.5579999999999999,20,109,5,0.5 - 0.599,9
3379,30321,mustache_harbor : tiburonchamb plu hearti pour # yachtrock # mustacheharbor !,joy,0.55,11,75,5,0.5 - 0.599,3
3380,30322,: team world would total elat get xd,joy,0.547,18,70,3,0.5 - 0.599,10
3381,30323,tonight top delight skein gee fli foot swim # windermer . breez drop & amp ; becam like glass .,joy,0.544,27,115,5,0.5 - 0.599,11
3382,30324,"â €” reveal broad smile . \ n \ n ' yeah , ' nice .' \ n \ npurs lip , stifl joyou express order â €”\ n \ n [].",joy,0.542,20,117,17,0.5 - 0.599,7
3383,30325,theâ lordâ turn face toward give peac . number : # truth # trust # promis # calm # justic # great # mighti # protect # delight,joy,0.542,22,120,11,0.5 - 0.599,4
3384,30326,watch amaz live . ly broadcast . finfin # live # music,joy,0.542,9,62,5,0.5 - 0.599,2
3385,30327,watch amaz live . ly broadcast # music,joy,0.542,8,59,3,0.5 - 0.599,2
3386,30328,# happi look # coupl !,joy,0.542,7,34,4,0.5 - 0.599,2
3387,30329,punchlin king back ! ðÿ ”¥ ðÿ ”¥ ðÿ ”¥ ðÿ ”¥ ðÿ ”¥ ðÿ ”¥ ðÿ ”¥ ðÿ ’¯ ðÿ ’¯ ðÿ ’¯ # bright citi light,joy,0.542,9,86,3,0.5 - 0.599,1
3388,30330,kinda girl pleas dick rightðÿ ˜ ðÿ ˜,joy,0.542,8,53,3,0.5 - 0.599,2
3389,30331,cater channel ' height technic hearti enjoy symptomat : vrlfeyrn,joy,0.542,10,72,2,0.5 - 0.599,2
3390,30332,watch amaz live . ly broadcast # live # music,joy,0.542,9,59,4,0.5 - 0.599,2
3391,30333,"finger slide along thigh , caress skin ' lean , , first lick teas n play .",joy,0.54,23,112,5,0.5 - 0.599,9
3392,30334,introduc littl leviti convo . yep !,joy,0.54,12,60,3,0.5 - 0.599,6
3393,30335,oh pleas ! inc talk loot ! ' say # bjp pure # hilari # ironi ! def better !,joy,0.54,24,116,10,0.5 - 0.599,9
3394,30336,moment find smile,joy,0.54,7,29,0,0.5 - 0.599,4
3395,30337,' drunken patroon ' make whole situat much jovial though .,joy,0.54,11,72,4,0.5 - 0.599,2
3396,30338,watch amaz live . ly broadcast # live # music,joy,0.5379999999999999,9,61,4,0.5 - 0.599,2
3397,30339,"cheer voic echo grand , familiar home , smile blossom rosi brim , ' mom .' reciproc --",joy,0.537,22,118,9,0.5 - 0.599,8
3398,30340,"watch django unchain , peopl may frown , titter delight ! /",joy,0.536,14,70,4,0.5 - 0.599,5
3399,30341,futur must bright af .,joy,0.536,6,23,1,0.5 - 0.599,2
3400,30342,"give play wink , take goggl head , swing around finger . ' would never ~'",joy,0.534,20,104,7,0.5 - 0.599,7
3401,30343,watch amaz live . ly broadcast # music,joy,0.5329999999999999,8,60,5,0.5 - 0.599,2
3402,30344,live simpli . dream big . grate . give love . laugh lot . - unknown # quot # inspir,joy,0.522,14,76,8,0.5 - 0.599,1
3403,30345,"bright side , music theori teacher pocket dab say , ' know ' hip .' walk away ðÿ ˜‚ ðÿ ˜­",joy,0.521,21,98,6,0.5 - 0.599,6
3404,30346,watch amaz live . ly broadcast # music,joy,0.521,8,55,3,0.5 - 0.599,2
3405,30347,"trust dear , want make anyth invis , hang wet paint , hilar ensu .",joy,0.521,21,99,5,0.5 - 0.599,8
3406,30348,watch amaz live . ly broadcast # music,joy,0.521,8,57,4,0.5 - 0.599,2
3407,30349,"vacat wise , egypt offer great place , amaz sceneri , bright sky good weather good afford price student .",joy,0.521,22,117,4,0.5 - 0.599,6
3408,30350,gotta hit breezi everi day make sure ' break boot . first class friend right,joy,0.521,19,82,2,0.5 - 0.599,5
3409,30351,watch amaz live . ly broadcast # music,joy,0.521,8,63,4,0.5 - 0.599,2
3410,30352,minut yoga breakfast routin chang day # prepar # sunriseyoga # bodyawar # health # yoga # stretch,joy,0.521,18,112,6,0.5 - 0.599,5
3411,30353,watch amaz live . ly broadcast # music,joy,0.521,8,56,3,0.5 - 0.599,2
3412,30354,"quote_soup : happi everyth good , see good side everyth . # optim",joy,0.521,19,97,5,0.5 - 0.599,10
3413,30355,everi singl problem ever face solv nice blend patienc optim,joy,0.521,16,72,0,0.5 - 0.599,6
3414,30356,transit new job hard noth joy memori previou one . thank chang life ! â ¤ ï ¸,joy,0.521,25,119,3,0.5 - 0.599,11
3415,30357,"accept challeng , may feel exhilar victori .\ n \ ntomiho ipaglabanmo tapingday",joy,0.521,14,92,4,0.5 - 0.599,6
3416,30358,\ n \ nother begin tell ' stori ' realiz make attempt cheer . sweet âž ¤,joy,0.521,26,117,6,0.5 - 0.599,14
3417,30359,time go hit librari - love pile book reserv collect morn ... # book # read,joy,0.521,22,95,6,0.5 - 0.599,9
3418,30360,today anyon ever say rememb year ago meet n like sinc # cutealert,joy,0.521,28,106,1,0.5 - 0.599,14
3419,30361,coincid lacan record infant ' jubil reaction mirror imag nois .,joy,0.52,17,89,2,0.5 - 0.599,8
3420,30362,"happi . want . ' like , let . happi choic . life ' pleas everybodi ....",joy,0.52,26,113,11,0.5 - 0.599,13
3421,30363,accept challeng feel exhilar victori !!,joy,0.52,12,61,2,0.5 - 0.599,7
3422,30364,"anoth joy encount tribez & amp ; castlez ! meet mouchol , ogr cook ! want know ? download game find ...",joy,0.52,26,119,9,0.5 - 0.599,10
3423,30365,enliven soul,joy,0.52,8,41,2,0.5 - 0.599,5
3424,30366,' non - permiss environ ' also call ' battleground ' - # milspeak # hilari,joy,0.52,11,75,8,0.5 - 0.599,3
3425,30367,"fanci ! never put , . also , vote jaunti angl one judg",joy,0.52,28,109,5,0.5 - 0.599,16
3426,30368,keep vest sweater pack year round ! help chilli morn breezi mountain top ! # mysportinglif,joy,0.52,22,114,4,0.5 - 0.599,8
3427,30369,much cheer see ðÿ ˜ œðÿ ˜‚ ðÿ ˜‚,joy,0.52,10,50,1,0.5 - 0.599,5
3428,30370,watch amaz live . ly broadcast # music,joy,0.519,8,59,3,0.5 - 0.599,2
3429,30371,"' man know juggl , ' ball . \ n # funni # pun # punni # lol # hilari",joy,0.519,25,102,10,0.5 - 0.599,15
3430,30372,annual remind ' care cheer eat anyth label,joy,0.519,14,77,2,0.5 - 0.599,6
3431,30373,watch amaz live . ly broadcast # live # music,joy,0.519,9,65,4,0.5 - 0.599,2
3432,30374,"wrinkl . ' well , look like name start letter g , eh ?' man smile give hearti +",joy,0.519,25,111,8,0.5 - 0.599,8
3433,30375,watch amaz live . ly broadcast # live # music,joy,0.51,9,63,4,0.5 - 0.599,2
3434,30376,ye bro ' actual breezi,joy,0.509,6,37,4,0.5 - 0.599,1
3435,30377,- joyou occas laugh ostentati display disrespect . bruce scof entir scene . ' batmanâ €™ -,joy,0.5,23,119,5,0.5 - 0.599,10
3436,30378,still ' get jimmi garoppolo head ' almost week . thank lot !,joy,0.5,22,104,7,0.5 - 0.599,8
3437,30379,' gut . love cheeri disposit .,joy,0.5,9,52,5,0.5 - 0.599,3
3438,30380,' prof suggest william jame may unlik dialogu partner play # happi video # wearecst,joy,0.5,20,109,4,0.5 - 0.599,7
3439,30381,"return matt damon , director paul greengrass , bring back exhilar rather po - face entertain movi",joy,0.5,22,114,3,0.5 - 0.599,9
3440,30382,think tri comedi youtub . alway fond . time nut . # comedi # maybeoneday # hopefullyfunni # lol,joy,0.5,20,108,7,0.5 - 0.599,6
3441,30383,"see , ' michel cheeri !",joy,0.5,10,53,4,0.5 - 0.599,5
3442,30384,watch amaz live . ly broadcast # live # music,joy,0.5,9,66,5,0.5 - 0.599,2
3443,30385,# lmfao ' # racepimp tamron hall use word ' fsct ' ' msnbc ' sentenc # hilar # libtard # biasedmedia # neverhillari,joy,0.5,20,121,12,0.5 - 0.599,5
3444,30386,accept challeng feel exhilar victori .' - georg . patton,joy,0.5,16,76,4,0.5 - 0.599,7
3445,30387,promis restor nation israel ...' everywher look bless '.. barn / wine overflow . everyth beauti # joy # do_u_se,joy,0.5,16,125,13,0.5 - 0.599,5
3446,30388,' flush upon hear feel reciproc . ' elat shove right arm hug tightli .+,joy,0.5,22,119,6,0.5 - 0.599,8
3447,30389,start watch glee week addict ðÿ ™„ # gleek,joy,0.5,16,67,1,0.5 - 0.599,9
3448,30390,aspir val ' self confid optim tbh ðÿ ‘ ðÿ ’– # gbbo,joy,0.5,12,59,2,0.5 - 0.599,4
3449,30391,"depict feel right .. feel jubil yet anxiou , .. dunno . seem like ' someth worth wait everyday .",joy,0.5,25,116,8,0.5 - 0.599,9
3450,30392,"\ nit ' treat viewer watch u janak , ' simpli treat soul , mind , think . # hearti respect ðÿ ™ ðÿ ™",joy,0.5,24,120,9,0.5 - 0.599,10
3451,30393,rejoic final match draw reveal face citi next . life sef,joy,0.5,24,98,1,0.5 - 0.599,14
3452,30394,go check bf . ' give u strength one smile . # topno,joy,0.5,16,76,5,0.5 - 0.599,5
3453,30395,"charlott friend climb top windmil ! think view easi , breezi , beauti ?",joy,0.5,20,102,5,0.5 - 0.599,9
3454,30396,omg . ' get watch new seri ' us '..... wow . best tv show ' see long time .\ n # tear # moretear,joy,0.5,22,99,15,0.5 - 0.599,6
3455,30397,watch amaz live . ly broadcast . mae # music,joy,0.5,8,54,4,0.5 - 0.599,2
3456,30398,watch amaz live . ly broadcast .. mccloud # music,joy,0.5,8,60,5,0.5 - 0.599,2
3457,30399,.... metro lrt go walterdal ?!?! ðÿ ˜‚ # yeg # leviti,joy,0.5,12,61,10,0.5 - 0.599,4
3458,30400,kati love describ ' normal '. realli ' anyth ! # hilari # neverchang,joy,0.5,17,114,9,0.5 - 0.599,6
3459,30401,watch amaz live . ly broadcast # live # music,joy,0.5,9,64,5,0.5 - 0.599,2
3460,30402,plu hearti pour # yachtrock # mustacheharbor !,joy,0.5,10,60,4,0.5 - 0.599,3
3461,30403,boss see someon jovial funni . tho av meet u person .,joy,0.5,19,70,3,0.5 - 0.599,8
3462,30404,"' least know band world , glad ask # muchlov",joy,0.5,17,103,7,0.5 - 0.599,6
3463,30405,# talk # problem greatest # addict # break # habittalk ur # joy # quot # problemsolv # behappi,joy,0.494,15,108,9,0.4 - 0.499,6
3464,30406,"\ n \ n * hold back skull , smile kiss .*",joy,0.483,12,62,8,0.4 - 0.499,5
3465,30407,watch amaz live . ly broadcast # music,joy,0.483,8,54,3,0.4 - 0.499,2
3466,30408,watch amaz live . ly broadcast . mila . __ # live # music,joy,0.48200000000000004,9,62,10,0.4 - 0.499,2
3467,30409,watch amaz live . ly broadcast # live # music,joy,0.48100000000000004,9,64,5,0.4 - 0.499,2
3468,30410,# ukedchat go outsid ( gym hall ) play ! \ n # educ # play # learn,joy,0.48100000000000004,15,77,8,0.4 - 0.499,4
3469,30411,live & amp ; love # buffnpolish,joy,0.48,10,73,6,0.4 - 0.499,3
3470,30412,' shi next time ! ' cheeri bunch . :) \ n \ nsam . x,joy,0.48,13,62,10,0.4 - 0.499,3
3471,30413,"insur good health : eat lightli , breath deepli , live moder , cultiv cheer , maintain interest life .",joy,0.48,18,109,6,0.4 - 0.499,4
3472,30414,"' brilliant , lose joyou plot us year . admit fan .",joy,0.48,18,90,5,0.4 - 0.499,7
3473,30415,medic prove laughter effect pain killer .,joy,0.48,12,60,1,0.4 - 0.499,6
3474,30416,' like statement love optim,joy,0.48,11,56,2,0.4 - 0.499,6
3475,30417,' get new pen break . name anim seri ' draw style ðÿ –,joy,0.48,20,77,3,0.4 - 0.499,7
3476,30418,felt bite shit get high blood sugar rememb ' first one week incred !,joy,0.48,26,105,2,0.4 - 0.499,12
3477,30419,defo hearti root veg gratin . nice comfort food autumn kick,joy,0.48,14,71,2,0.4 - 0.499,3
3478,30420,sparkl look like gay vampir ðÿ ˜,joy,0.48,9,46,1,0.4 - 0.499,2
3479,30421,"yahweh god among , warrior save . rejoic glad .",joy,0.48,17,74,3,0.4 - 0.499,9
3480,30422,watch amaz live . ly broadcast # live # music,joy,0.48,9,63,4,0.4 - 0.499,2
3481,30423,alway emotionalhedgeâ „¢ w # wp \ n \ ni ' elat start . mention ' tamu -?!,joy,0.48,16,87,9,0.4 - 0.499,6
3482,30424,watch amaz live . ly broadcast # music,joy,0.48,8,61,3,0.4 - 0.499,2
3483,30425,watch amaz live . ly broadcast # live # music,joy,0.48,9,61,4,0.4 - 0.499,2
3484,30426,reliv vega ' heyday rat pack tribut,joy,0.48,7,36,1,0.4 - 0.499,1
3485,30427,wish # glee version stitch . # gleekforev,joy,0.48,12,72,5,0.4 - 0.499,5
3486,30428,fix clever ritual make feel frolicsom,joy,0.48,10,40,0,0.4 - 0.499,4
3487,30429,panda eye jaunti watch jaw late !,joy,0.48,8,42,1,0.4 - 0.499,2
3488,30430,watch amaz live . ly broadcast # music,joy,0.48,8,54,3,0.4 - 0.499,2
3489,30431,cheer heart unend banquet .- â proverb ( mishl ) :,joy,0.48,10,57,5,0.4 - 0.499,3
3490,30432,"anyon know # marin today ? mood seem strang jubil ! meatloaf say , ' bad , unless win one !",joy,0.48,26,115,7,0.4 - 0.499,9
3491,30433,kati love describ ' normal '. realli ' anyth ! # neverchang,joy,0.479,16,104,8,0.4 - 0.499,6
3492,30434,friend messag ' ugh ' hungri ' wait breakfast ' # socialmedia # winewednesday # funni # laugh,joy,0.479,18,101,8,0.4 - 0.499,6
3493,30435,"quote_soup : happi everyth good , see good side everyth .",joy,0.479,18,88,4,0.4 - 0.499,10
3494,30436,"repent , trust christ . lowli pain , also joyou , peac , absolut gloriou . (/)",joy,0.479,20,105,9,0.4 - 0.499,9
3495,30437,watch amaz live . ly broadcast # live # music,joy,0.479,9,70,5,0.4 - 0.499,2
3496,30438,wors expect hilari . one even rememb .,joy,0.479,14,68,3,0.4 - 0.499,6
3497,30439,watch amaz live . ly broadcast . boss # live # musicallyjh,joy,0.479,9,63,5,0.4 - 0.499,2
3498,30440,queen bey smile sixth afternoon,joy,0.479,9,43,0,0.4 - 0.499,4
3499,30441,"' least know band world , glad ask # muchlov # hilari",joy,0.479,18,113,8,0.4 - 0.499,6
3500,30442,\ nwho nose scent rise go \ nto spot orient \ nmummifi \ nin rapese oil fri \ neat drink & amp ; merriment .,joy,0.479,19,131,9,0.4 - 0.499,5
3501,30443,"someth make excit , terrifi , thrill , nervou , elat & amp ; like ' kick gut . need word",joy,0.479,24,121,8,0.4 - 0.499,10
3502,30444,"oh ok , yeah felt dumb like think would know anim least lmao",joy,0.479,21,78,2,0.4 - 0.499,8
3503,30445,serious . dig eyebrow .,joy,0.479,5,41,3,0.4 - 0.499,1
3504,30446,memphi look bright . rojo look like rojo .,joy,0.473,8,56,3,0.4 - 0.499,0
3505,30447,best segment far hilar,joy,0.46799999999999997,9,66,3,0.4 - 0.499,2
3506,30448,taguchi engin fashion hale hearti littl game optim : mqnaocu,joy,0.462,10,72,1,0.4 - 0.499,1
3507,30449,watch amaz live . ly broadcast # music,joy,0.462,8,58,3,0.4 - 0.499,2
3508,30450,"updat : yet hang , ' still hope ! # optim",joy,0.462,14,70,6,0.4 - 0.499,6
3509,30451,' know ' nj worst purpos . # laughter,joy,0.462,13,60,5,0.4 - 0.499,6
3510,30452,* zeth voic *: hit target \ n ( hold upsid cheer towel ),joy,0.462,12,58,6,0.4 - 0.499,3
3511,30453,benefit exhilar call onlin back : jkuvmvqxi,joy,0.462,8,54,1,0.4 - 0.499,1
3512,30454,optim lead success . - bill kerr # success # optim # goal,joy,0.46,11,67,8,0.4 - 0.499,1
3513,30455,"â €” littl play . \ n \ nhe hesitantli pull away , enough could get word , lip brush againstâ €”",joy,0.46,21,118,6,0.4 - 0.499,5
3514,30456,"â € œwhen give cheer accept grate , everyon bless . â € â €• maya angel",joy,0.46,11,78,2,0.4 - 0.499,3
3515,30457,serious . dig eyebrow . # anim,joy,0.46,6,50,4,0.4 - 0.499,1
3516,30458,take pictur : * awkward smile *\ nme pictur day : * awkward smile *\ nconclus : stop smile ;'(\ n # pictureday # ornot,joy,0.46,18,120,15,0.4 - 0.499,4
3517,30459,"# followback quote_soup : happi everyth good , see good side everyth . # optim",joy,0.46,20,108,6,0.4 - 0.499,10
3518,30460,watch amaz live . ly broadcast # music,joy,0.45899999999999996,8,56,3,0.4 - 0.499,2
3519,30461,assum peopl pick jovial coz lol lot ' work . mayb need get heavi hand emoticon ? ha,joy,0.45799999999999996,29,111,3,0.4 - 0.499,14
3520,30462,lion ' heart \ nwill protect stormi sky \ nand alway listen laughter tear,joy,0.45799999999999996,19,101,3,0.4 - 0.499,10
3521,30463,think pre prep debat answer potenti hilar,joy,0.45799999999999996,16,78,1,0.4 - 0.499,8
3522,30464,watch amaz live . ly broadcast . mila . __ # music,joy,0.45799999999999996,8,55,9,0.4 - 0.499,2
3523,30465,watch amaz live . ly broadcast # music,joy,0.45799999999999996,8,56,3,0.4 - 0.499,2
3524,30466,"follow , whether ' ever talk hope joyou life . goodby .",joy,0.45799999999999996,18,75,4,0.4 - 0.499,8
3525,30467,"whether rejoic fight back tear , god want share moment .",joy,0.45799999999999996,16,74,2,0.4 - 0.499,6
3526,30468,watch amaz live . ly broadcast # live # music,joy,0.45799999999999996,9,68,4,0.4 - 0.499,2
3527,30469,watch amaz live . ly broadcast . finfin # music,joy,0.45799999999999996,8,55,4,0.4 - 0.499,2
3528,30470,lol ' sparkl wine,joy,0.45799999999999996,7,48,3,0.4 - 0.499,2
3529,30471,\ n ' ' alright !' say cheer tri make moment fun,joy,0.45799999999999996,12,72,6,0.4 - 0.499,3
3530,30472,glee glee glee glee glee glee lose lose lose low much,joy,0.45799999999999996,13,54,1,0.4 - 0.499,1
3531,30473,watch amaz live . ly broadcast # music,joy,0.452,8,56,3,0.4 - 0.499,2
3532,30474,watch amaz live . ly broadcast # live # music,joy,0.449,9,61,4,0.4 - 0.499,2
3533,30475,well ! # sparkl,joy,0.444,11,100,8,0.4 - 0.499,3
3534,30476,cheer sloth annot old book good man god end evil .,joy,0.442,16,69,1,0.4 - 0.499,6
3535,30477,"easi , breezi , beauti rasta mon",joy,0.44,6,41,3,0.4 - 0.499,0
3536,30478,accept challeng feel exhilar victori . - georg . patton,joy,0.44,15,75,3,0.4 - 0.499,7
3537,30479,"give cheer accept grate , everyon bless .\ nâ » maya angel \ n \ n # rip # mayaangel",joy,0.44,13,107,8,0.4 - 0.499,4
3538,30480,"human race one realli effect weapon , laughter . -- mark twain",joy,0.44,15,69,4,0.4 - 0.499,5
3539,30481,"# waltzwithbashir incred , tho think ' # anim film # documentari # lebanon war",joy,0.44,19,122,8,0.4 - 0.499,8
3540,30482,good thing sick cough like ab workout . mayb ab defin time ' better ðÿ ˜‚ ðÿ ˜…,joy,0.44,27,109,2,0.4 - 0.499,13
3541,30483,yup feel dirti cheer,joy,0.44,6,35,1,0.4 - 0.499,1
3542,30484,possibl magazin put versu thi jovial conjunct shower quotient suffici : bqavtja,joy,0.44,14,98,1,0.4 - 0.499,3
3543,30485,"like right way pray , right way give - grudgingli necess , cheer . # woficc",joy,0.44,25,102,5,0.4 - 0.499,13
3544,30486,"trust know appreci will explain detail , attempt leviti .",joy,0.44,23,117,4,0.4 - 0.499,12
3545,30487,check # film robocoq # anim # shortfilm,joy,0.44,8,47,3,0.4 - 0.499,2
3546,30488,good thing sick cough like ab workout . mayb ab defin time ' better ðÿ ˜‚ ðÿ ˜… # optim,joy,0.43799999999999994,28,118,3,0.4 - 0.499,13
3547,30489,' laundri watch ' show bunch stranger . # happi # birthday # #,joy,0.43799999999999994,17,81,7,0.4 - 0.499,6
3548,30490,neighbor danc clayton home commerci .,joy,0.43799999999999994,10,50,1,0.4 - 0.499,4
3549,30491,"think funni , . mayb coincid . green must offici color optim .",joy,0.43799999999999994,21,106,5,0.4 - 0.499,10
3550,30492,break heart see peopl upset .. tri best make smile cheer ðÿ ¤—,joy,0.43799999999999994,23,86,2,0.4 - 0.499,12
3551,30493,' love ... honesti best polici # smile,joy,0.43799999999999994,12,69,6,0.4 - 0.499,5
3552,30494,wow ! look bright,joy,0.43799999999999994,6,40,4,0.4 - 0.499,1
3553,30495,"cheer , good temper , spend , remain . ralph waldo emerson",joy,0.43799999999999994,18,80,4,0.4 - 0.499,10
3554,30496,heavi day give much need leviti . thank bro,joy,0.43799999999999994,15,70,2,0.4 - 0.499,5
3555,30497,never make # decis ' # angri never make # promis ' # happi . # wiseword,joy,0.43799999999999994,16,83,8,0.4 - 0.499,7
3556,30498,even . ' forget ' # robinhoodhour tonight ðÿ  ¹ \ n \ n # bizitalk # bizhour # southyorkshir # mansfieldhour # sheffieldhour # nottshour,joy,0.43799999999999994,14,125,12,0.4 - 0.499,2
3557,30499,decent sleep make kurt happi soldier . spit & amp ; polish convers men . chest basebal cap jaunti angl .,joy,0.43799999999999994,23,104,5,0.4 - 0.499,7
3558,30500,# rejoic follow statut one rejoic great rich . - psalm : # thebibl,joy,0.434,15,80,5,0.4 - 0.499,5
3559,30501,"â € œdonâ €™ burn ; keep fuel aflam . alert servant master , cheer expect .' roman :-",joy,0.433,18,110,7,0.4 - 0.499,5
3560,30502,' laundri watch ' show bunch stranger . # birthday # #,joy,0.42,16,75,6,0.4 - 0.499,6
3561,30503,"think realli need round vs twitter debat . end someth joy , ya know ?.",joy,0.42,24,112,6,0.4 - 0.499,9
3562,30504,"saw , whose counten express mighti river monoton , live convers take care variou",joy,0.42,20,105,2,0.4 - 0.499,7
3563,30505,' realli hit flavor sparkl water rap . know ' trip ? half french spanish flavor .,joy,0.42,23,111,5,0.4 - 0.499,8
3564,30506,twitter font endless hilar .,joy,0.42,7,32,1,0.4 - 0.499,3
3565,30507,cheer upâ ˜ ºï ¸,joy,0.42,3,21,2,0.4 - 0.499,0
3566,30508,maketh # barren woman keep hous & amp ; # joy mother children \ nprais ye lord \ npsa :,joy,0.42,19,94,7,0.4 - 0.499,8
3567,30509,watch amaz live . ly broadcast # live # music,joy,0.41700000000000004,9,65,4,0.4 - 0.499,2
3568,30510,hey # sparkl word pick biz card,joy,0.41700000000000004,18,119,7,0.4 - 0.499,5
3569,30511,"babe :(( rememb ' alway u need littl cheer talk , ili lotsðÿ ’˜",joy,0.41700000000000004,18,82,6,0.4 - 0.499,5
3570,30512,cheer clap assum,joy,0.41700000000000004,7,49,3,0.4 - 0.499,2
3571,30513,decid stop afraid . stop . free ?\ n \ n # brave # free # honest # healthi # happi # life # live # optim # love,joy,0.41700000000000004,23,119,14,0.4 - 0.499,9
3572,30514,"# art creat rich & amp ; liveli societi , continu educ & amp ; social benefit , end econom",joy,0.41700000000000004,20,120,7,0.4 - 0.499,7
3573,30515,"hey u never know , channel ' version # gbbo might actual quit good . advert ' end world .",joy,0.41700000000000004,23,97,6,0.4 - 0.499,8
3574,30516,oh good girl hope cheer,joy,0.41700000000000004,8,35,1,0.4 - 0.499,2
3575,30517,fault ' observ think ! ðÿ ˜ œ ' sorri ðÿ ˜ # wisdom # laughter # observingy # allthetim # becar ðÿ ˜ ž,joy,0.41700000000000004,26,124,8,0.4 - 0.499,11
3576,30518,top seed johnson chase doubl delight tour championship,joy,0.41700000000000004,9,51,0,0.4 - 0.499,1
3577,30519,"incetown , age , joy , elev hope",joy,0.41700000000000004,9,43,3,0.4 - 0.499,3
3578,30520,rejoic everyth time moron take genet pool .,joy,0.41700000000000004,16,82,4,0.4 - 0.499,6
3579,30521,least walk past break laughter,joy,0.41700000000000004,14,59,1,0.4 - 0.499,8
3580,30522,day # harvest - listen sound chopper work ' way closer home make . # farm,joy,0.41700000000000004,24,106,6,0.4 - 0.499,9
3581,30523,might pay health insur like sparkl water brussel sprout think ' adult,joy,0.41700000000000004,25,98,1,0.4 - 0.499,13
3582,30524,look like book shape like gun # optim # itsagunalright,joy,0.408,14,78,5,0.4 - 0.499,4
3583,30525,alway readi .,joy,0.40700000000000003,6,17,1,0.4 - 0.499,3
3584,30526,"point live , optimist , foolish enough believ best yet come ' - peter ustinov # quot",joy,0.40700000000000003,25,102,5,0.4 - 0.499,12
3585,30527,intermit anim ^%%% ncaa pittsburgh vs mississippi sprightli shini bbva level peg varsiti footbal telli scra ...,joy,0.406,14,100,7,0.4 - 0.499,0
3586,30528,"turkish exhilar : % shade irrupt russian visitor twelvemonth , gobbler nephal ...",joy,0.40399999999999997,16,98,6,0.4 - 0.499,5
3587,30529,# thisisu mess mind & amp ; ' anticip next episod # apprehens & amp ; # delight ! # isthereahelplineforthi,joy,0.40399999999999997,18,120,10,0.4 - 0.499,6
3588,30530,' back elat record fuck shit studio even .,joy,0.40399999999999997,19,89,4,0.4 - 0.499,9
3589,30531,quarterback ' wreck everi time .. # glee,joy,0.4,7,39,4,0.4 - 0.499,2
3590,30532,"cheer heart good medicin , crush spirit dri bone . wick man accept bribe secret pervert justic .",joy,0.4,25,110,3,0.4 - 0.499,10
3591,30533,watch amaz live . ly broadcast . boss # musicallyjh,joy,0.4,8,56,4,0.4 - 0.499,2
3592,30534,"cheer heart good medicin , crush spirit dri bone - proverb :-",joy,0.4,16,76,4,0.4 - 0.499,6
3593,30535,look like heyday,joy,0.4,7,53,2,0.4 - 0.499,2
3594,30536,see ' hover block button today much glee .,joy,0.4,13,54,2,0.4 - 0.499,5
3595,30537,watch # bacheloretteau zooland ? # samvrhi,joy,0.4,8,47,3,0.4 - 0.499,3
3596,30538,start glee begin n ' cri babi love children,joy,0.4,17,71,1,0.4 - 0.499,8
3597,30539,decid stop afraid . stop . free ?\ n \ n # brave # free # honest # healthi # life # live # love,joy,0.4,22,104,12,0.4 - 0.499,9
3598,30540,# thisisu mess mind & amp ; ' anticip next episod # apprehens & amp ; ! # isthereahelplineforthi,joy,0.4,18,112,9,0.4 - 0.499,6
3599,30541,find way top . # glee,joy,0.396,10,36,2,0.3 - 0.399,5
3600,30542,"know , ' pro - activ play . want press boob face , tatenashi . ' say , though . =",joy,0.396,21,102,10,0.3 - 0.399,8
3601,30543,lol ! mention pak pm even speech intern news channel paki rejoic world stand,joy,0.396,26,110,1,0.3 - 0.399,13
